Date,Region,Market,Item,Price,Year,Month,Quarter
2017.7479452054795,Awdal,Borama,"Water (potable, drinking)",4500.0,2017,10,4
2017.8328767123287,Awdal,Borama,"Water (potable, drinking)",4000.0,2017,11,4
2017.9150684931508,Awdal,Borama,"Water (potable, drinking)",4000.0,2017,12,4
2018.0,Awdal,Borama,"Water (potable, drinking)",4000.0,2018,1,1
2018.0849315068492,Awdal,Borama,"Water (potable, drinking)",4000.0,2018,2,1
2018.1616438356164,Awdal,Borama,"Water (potable, drinking)",4000.0,2018,3,1
2018.2465753424658,Awdal,Borama,"Water (potable, drinking)",5000.0,2018,4,2
2018.3287671232877,Awdal,Borama,"Water (potable, drinking)",5000.0,2018,5,2
2018.4136986301369,Awdal,Borama,"Water (potable, drinking)",5000.0,2018,6,2
2018.495890410959,Awdal,Borama,"Water (potable, drinking)",5000.0,2018,7,3
2018.5808219178082,Awdal,Borama,"Water (potable, drinking)",5200.0,2018,8,3
2018.6657534246576,Awdal,Borama,"Water (potable, drinking)",5000.0,2018,9,3
2018.7479452054795,Awdal,Borama,"Water (potable, drinking)",5000.0,2018,10,4
2018.8328767123287,Awdal,Borama,"Water (potable, drinking)",5000.0,2018,11,4
2018.9150684931508,Awdal,Borama,"Water (potable, drinking)",5000.0,2018,12,4
2019.0,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,1,1
2019.0849315068492,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,2,1
2019.1616438356164,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,3,1
2019.2465753424658,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,4,2
2019.3287671232877,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,5,2
2019.4136986301369,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,6,2
2019.495890410959,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,7,3
2019.5808219178082,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,8,3
2019.6657534246576,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,9,3
2019.7479452054795,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,10,4
2019.8328767123287,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,11,4
2019.9150684931508,Awdal,Borama,"Water (potable, drinking)",5000.0,2019,12,4
2020.0,Awdal,Borama,"Water (potable, drinking)",5000.0,2020,1,1
2015.4136986301369,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",60000.0,2015,6,2
2015.495890410959,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",53900.0,2015,7,3
2015.5808219178082,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",60000.0,2015,8,3
2015.6657534246576,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",60000.0,2015,9,3
2015.7479452054795,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",60000.0,2015,10,4
2015.8328767123287,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",61600.0,2015,11,4
2015.9150684931508,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",65000.0,2015,12,4
2016.0,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",61600.0,2016,1,1
2016.0846994535518,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",45500.0,2016,2,1
2016.1639344262296,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",51800.0,2016,3,1
2016.2486338797814,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",52500.0,2016,4,2
2016.3306010928961,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",52500.0,2016,5,2
2016.4153005464482,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",52500.0,2016,6,2
2016.4972677595629,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",52500.0,2016,7,3
2016.5819672131147,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",54600.0,2016,8,3
2016.6666666666667,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",52500.0,2016,9,3
2016.7486338797814,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",53900.0,2016,10,4
2016.8333333333333,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",54000.0,2016,11,4
2016.9153005464482,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",52875.0,2016,12,4
2017.0,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",52875.0,2017,1,1
2017.0849315068492,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",68000.0,2017,2,1
2017.1616438356164,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",52500.0,2017,3,1
2017.2465753424658,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",56000.0,2017,4,2
2017.3287671232877,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",50000.0,2017,5,2
2017.4136986301369,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",60900.0,2017,6,2
2017.495890410959,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",63000.0,2017,7,3
2017.5808219178082,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",64500.0,2017,8,3
2017.6657534246576,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",67000.0,2017,9,3
2017.7479452054795,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70000.0,2017,10,4
2017.8328767123287,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70000.0,2017,11,4
2017.9150684931508,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70000.0,2017,12,4
2018.0,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70000.0,2018,1,1
2018.0849315068492,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",57400.0,2018,2,1
2018.1616438356164,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70000.0,2018,3,1
2018.2465753424658,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70700.0,2018,4,2
2018.3287671232877,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",72800.0,2018,5,2
2018.4136986301369,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70000.0,2018,6,2
2018.495890410959,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70000.0,2018,7,3
2018.5808219178082,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",71400.0,2018,8,3
2018.6657534246576,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",71400.0,2018,9,3
2018.7479452054795,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70000.0,2018,10,4
2018.8328767123287,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",75000.0,2018,11,4
2018.9150684931508,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70000.0,2018,12,4
2019.0,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70000.0,2019,1,1
2019.0849315068492,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",70000.0,2019,2,1
2019.1616438356164,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",68000.0,2019,3,1
2019.2465753424658,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",63000.0,2019,4,2
2019.3287671232877,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",59500.0,2019,5,2
2019.4136986301369,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",56500.0,2019,6,2
2019.495890410959,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",58000.0,2019,7,3
2019.5808219178082,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",57730.0,2019,8,3
2019.6657534246576,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",56000.0,2019,9,3
2019.7479452054795,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",75000.0,2019,10,4
2019.8328767123287,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",68600.0,2019,11,4
2019.9150684931508,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",58500.0,2019,12,4
2020.0,Awdal,Borama,"Casual Labor (unskilled, daily, without food)",59250.0,2020,1,1
2015.4136986301369,Awdal,Borama,Salt,4000.0,2015,6,2
2015.495890410959,Awdal,Borama,Salt,4000.0,2015,7,3
2015.5808219178082,Awdal,Borama,Salt,4000.0,2015,8,3
2015.6657534246576,Awdal,Borama,Salt,4000.0,2015,9,3
2015.7479452054795,Awdal,Borama,Salt,4000.0,2015,10,4
2015.8328767123287,Awdal,Borama,Salt,3500.0,2015,11,4
2015.9150684931508,Awdal,Borama,Salt,3500.0,2015,12,4
2016.0,Awdal,Borama,Salt,3500.0,2016,1,1
2016.0846994535518,Awdal,Borama,Salt,3500.0,2016,2,1
2016.1639344262296,Awdal,Borama,Salt,3500.0,2016,3,1
2016.2486338797814,Awdal,Borama,Salt,4000.0,2016,4,2
2016.3306010928961,Awdal,Borama,Salt,4000.0,2016,5,2
2016.4153005464482,Awdal,Borama,Salt,3500.0,2016,6,2
2016.4972677595629,Awdal,Borama,Salt,4000.0,2016,7,3
2016.5819672131147,Awdal,Borama,Salt,4000.0,2016,8,3
2016.6666666666667,Awdal,Borama,Salt,3500.0,2016,9,3
2016.7486338797814,Awdal,Borama,Salt,3500.0,2016,10,4
2016.8333333333333,Awdal,Borama,Salt,3500.0,2016,11,4
2016.9153005464482,Awdal,Borama,Salt,4000.0,2016,12,4
2017.0,Awdal,Borama,Salt,4000.0,2017,1,1
2017.0849315068492,Awdal,Borama,Salt,4000.0,2017,2,1
2017.1616438356164,Awdal,Borama,Salt,4000.0,2017,3,1
2017.2465753424658,Awdal,Borama,Salt,4000.0,2017,4,2
2017.3287671232877,Awdal,Borama,Salt,3500.0,2017,5,2
2017.4136986301369,Awdal,Borama,Salt,4500.0,2017,6,2
2017.495890410959,Awdal,Borama,Salt,4500.0,2017,7,3
2017.5808219178082,Awdal,Borama,Salt,4500.0,2017,8,3
2017.6657534246576,Awdal,Borama,Salt,4500.0,2017,9,3
2017.7479452054795,Awdal,Borama,Salt,4500.0,2017,10,4
2017.8328767123287,Awdal,Borama,Salt,4000.0,2017,11,4
2017.9150684931508,Awdal,Borama,Salt,4000.0,2017,12,4
2018.0,Awdal,Borama,Salt,4000.0,2018,1,1
2018.0849315068492,Awdal,Borama,Salt,4000.0,2018,2,1
2018.1616438356164,Awdal,Borama,Salt,4500.0,2018,3,1
2018.2465753424658,Awdal,Borama,Salt,4500.0,2018,4,2
2018.3287671232877,Awdal,Borama,Salt,4500.0,2018,5,2
2018.4136986301369,Awdal,Borama,Salt,4500.0,2018,6,2
2018.495890410959,Awdal,Borama,Salt,4500.0,2018,7,3
2018.5808219178082,Awdal,Borama,Salt,4500.0,2018,8,3
2018.6657534246576,Awdal,Borama,Salt,4500.0,2018,9,3
2018.7479452054795,Awdal,Borama,Salt,4500.0,2018,10,4
2018.8328767123287,Awdal,Borama,Salt,5000.0,2018,11,4
2018.9150684931508,Awdal,Borama,Salt,4500.0,2018,12,4
2019.0,Awdal,Borama,Salt,4500.0,2019,1,1
2019.0849315068492,Awdal,Borama,Salt,4500.0,2019,2,1
2019.1616438356164,Awdal,Borama,Salt,4500.0,2019,3,1
2019.2465753424658,Awdal,Borama,Salt,4500.0,2019,4,2
2019.3287671232877,Awdal,Borama,Salt,4000.0,2019,5,2
2019.4136986301369,Awdal,Borama,Salt,4000.0,2019,6,2
2019.495890410959,Awdal,Borama,Salt,4500.0,2019,7,3
2019.5808219178082,Awdal,Borama,Salt,4500.0,2019,8,3
2019.6657534246576,Awdal,Borama,Salt,4500.0,2019,9,3
2019.7479452054795,Awdal,Borama,Salt,4300.0,2019,10,4
2019.8328767123287,Awdal,Borama,Salt,4500.0,2019,11,4
2019.9150684931508,Awdal,Borama,Salt,4750.0,2019,12,4
2020.0,Awdal,Borama,Salt,4500.0,2020,1,1
2015.0,Awdal,Borama,Cowpeas (Red),8000.0,2015,1,1
2015.4136986301369,Awdal,Borama,Cowpeas (Red),8000.0,2015,6,2
2015.495890410959,Awdal,Borama,Cowpeas (Red),8000.0,2015,7,3
2015.5808219178082,Awdal,Borama,Cowpeas (Red),8000.0,2015,8,3
2015.6657534246576,Awdal,Borama,Cowpeas (Red),8000.0,2015,9,3
2015.7479452054795,Awdal,Borama,Cowpeas (Red),8000.0,2015,10,4
2015.8328767123287,Awdal,Borama,Cowpeas (Red),8000.0,2015,11,4
2015.9150684931508,Awdal,Borama,Cowpeas (Red),8000.0,2015,12,4
2016.0,Awdal,Borama,Cowpeas (Red),12500.0,2016,1,1
2016.0846994535518,Awdal,Borama,Cowpeas (Red),13500.0,2016,2,1
2016.1639344262296,Awdal,Borama,Cowpeas (Red),13500.0,2016,3,1
2016.2486338797814,Awdal,Borama,Cowpeas (Red),15000.0,2016,4,2
2016.3306010928961,Awdal,Borama,Cowpeas (Red),15000.0,2016,5,2
2016.4153005464482,Awdal,Borama,Cowpeas (Red),15000.0,2016,6,2
2016.4972677595629,Awdal,Borama,Cowpeas (Red),14500.0,2016,7,3
2016.5819672131147,Awdal,Borama,Cowpeas (Red),15000.0,2016,8,3
2016.6666666666667,Awdal,Borama,Cowpeas (Red),14500.0,2016,9,3
2016.7486338797814,Awdal,Borama,Cowpeas (Red),14500.0,2016,10,4
2016.8333333333333,Awdal,Borama,Cowpeas (Red),14500.0,2016,11,4
2016.9153005464482,Awdal,Borama,Cowpeas (Red),15000.0,2016,12,4
2017.0,Awdal,Borama,Cowpeas (Red),15000.0,2017,1,1
2017.0849315068492,Awdal,Borama,Cowpeas (Red),15000.0,2017,2,1
2017.1616438356164,Awdal,Borama,Cowpeas (Red),15000.0,2017,3,1
2017.2465753424658,Awdal,Borama,Cowpeas (Red),15000.0,2017,4,2
2017.3287671232877,Awdal,Borama,Cowpeas (Red),14000.0,2017,5,2
2017.4136986301369,Awdal,Borama,Cowpeas (Red),15000.0,2017,6,2
2017.495890410959,Awdal,Borama,Cowpeas (Red),15000.0,2017,7,3
2017.5808219178082,Awdal,Borama,Cowpeas (Red),15000.0,2017,8,3
2017.6657534246576,Awdal,Borama,Cowpeas (Red),20000.0,2017,9,3
2017.7479452054795,Awdal,Borama,Cowpeas (Red),16000.0,2017,10,4
2017.8328767123287,Awdal,Borama,Cowpeas (Red),15000.0,2017,11,4
2017.9150684931508,Awdal,Borama,Cowpeas (Red),15000.0,2017,12,4
2018.0,Awdal,Borama,Cowpeas (Red),14000.0,2018,1,1
2018.0849315068492,Awdal,Borama,Cowpeas (Red),15000.0,2018,2,1
2018.1616438356164,Awdal,Borama,Cowpeas (Red),15000.0,2018,3,1
2018.2465753424658,Awdal,Borama,Cowpeas (Red),15000.0,2018,4,2
2018.3287671232877,Awdal,Borama,Cowpeas (Red),15000.0,2018,5,2
2018.4136986301369,Awdal,Borama,Cowpeas (Red),15000.0,2018,6,2
2018.495890410959,Awdal,Borama,Cowpeas (Red),15000.0,2018,7,3
2018.5808219178082,Awdal,Borama,Cowpeas (Red),15000.0,2018,8,3
2018.6657534246576,Awdal,Borama,Cowpeas (Red),15000.0,2018,9,3
2018.7479452054795,Awdal,Borama,Cowpeas (Red),15000.0,2018,10,4
2018.8328767123287,Awdal,Borama,Cowpeas (Red),15000.0,2018,11,4
2018.9150684931508,Awdal,Borama,Cowpeas (Red),15000.0,2018,12,4
2019.0,Awdal,Borama,Cowpeas (Red),15000.0,2019,1,1
2019.0849315068492,Awdal,Borama,Cowpeas (Red),15000.0,2019,2,1
2019.1616438356164,Awdal,Borama,Cowpeas (Red),15000.0,2019,3,1
2019.2465753424658,Awdal,Borama,Cowpeas (Red),15000.0,2019,4,2
2019.3287671232877,Awdal,Borama,Cowpeas (Red),14000.0,2019,5,2
2019.4136986301369,Awdal,Borama,Cowpeas (Red),15000.0,2019,6,2
2019.495890410959,Awdal,Borama,Cowpeas (Red),15000.0,2019,7,3
2019.5808219178082,Awdal,Borama,Cowpeas (Red),15300.0,2019,8,3
2019.6657534246576,Awdal,Borama,Cowpeas (Red),15300.0,2019,9,3
2019.7479452054795,Awdal,Borama,Cowpeas (Red),15000.0,2019,10,4
2019.8328767123287,Awdal,Borama,Cowpeas (Red),15000.0,2019,11,4
2019.9150684931508,Awdal,Borama,Cowpeas (Red),15000.0,2019,12,4
2020.0,Awdal,Borama,Cowpeas (Red),15000.0,2020,1,1
2015.4136986301369,Awdal,Borama,Tea leaves (Mixed),18750.0,2015,6,2
2015.495890410959,Awdal,Borama,Tea leaves (Mixed),15400.0,2015,7,3
2015.5808219178082,Awdal,Borama,Tea leaves (Mixed),14000.0,2015,8,3
2015.6657534246576,Awdal,Borama,Tea leaves (Mixed),15400.0,2015,9,3
2015.7479452054795,Awdal,Borama,Tea leaves (Mixed),15000.0,2015,10,4
2015.8328767123287,Awdal,Borama,Tea leaves (Mixed),15420.0,2015,11,4
2015.9150684931508,Awdal,Borama,Tea leaves (Mixed),15400.0,2015,12,4
2016.0,Awdal,Borama,Tea leaves (Mixed),15400.0,2016,1,1
2016.0846994535518,Awdal,Borama,Tea leaves (Mixed),13000.0,2016,2,1
2016.1639344262296,Awdal,Borama,Tea leaves (Mixed),14800.0,2016,3,1
2016.2486338797814,Awdal,Borama,Tea leaves (Mixed),15000.0,2016,4,2
2016.3306010928961,Awdal,Borama,Tea leaves (Mixed),15000.0,2016,5,2
2016.4153005464482,Awdal,Borama,Tea leaves (Mixed),15000.0,2016,6,2
2016.4972677595629,Awdal,Borama,Tea leaves (Mixed),15000.0,2016,7,3
2016.5819672131147,Awdal,Borama,Tea leaves (Mixed),15600.0,2016,8,3
2016.6666666666667,Awdal,Borama,Tea leaves (Mixed),15000.0,2016,9,3
2016.7486338797814,Awdal,Borama,Tea leaves (Mixed),15400.0,2016,10,4
2016.8333333333333,Awdal,Borama,Tea leaves (Mixed),15500.0,2016,11,4
2016.9153005464482,Awdal,Borama,Tea leaves (Mixed),15000.0,2016,12,4
2017.0,Awdal,Borama,Tea leaves (Mixed),15000.0,2017,1,1
2017.0849315068492,Awdal,Borama,Tea leaves (Mixed),17000.0,2017,2,1
2017.1616438356164,Awdal,Borama,Tea leaves (Mixed),15000.0,2017,3,1
2017.2465753424658,Awdal,Borama,Tea leaves (Mixed),16000.0,2017,4,2
2017.3287671232877,Awdal,Borama,Tea leaves (Mixed),20000.0,2017,5,2
2017.4136986301369,Awdal,Borama,Tea leaves (Mixed),17400.0,2017,6,2
2017.495890410959,Awdal,Borama,Tea leaves (Mixed),18000.0,2017,7,3
2017.5808219178082,Awdal,Borama,Tea leaves (Mixed),19000.0,2017,8,3
2017.6657534246576,Awdal,Borama,Tea leaves (Mixed),19000.0,2017,9,3
2017.7479452054795,Awdal,Borama,Tea leaves (Mixed),20000.0,2017,10,4
2017.8328767123287,Awdal,Borama,Tea leaves (Mixed),20000.0,2017,11,4
2017.9150684931508,Awdal,Borama,Tea leaves (Mixed),20000.0,2017,12,4
2018.0,Awdal,Borama,Tea leaves (Mixed),20000.0,2018,1,1
2018.0849315068492,Awdal,Borama,Tea leaves (Mixed),20000.0,2018,2,1
2018.1616438356164,Awdal,Borama,Tea leaves (Mixed),20000.0,2018,3,1
2018.2465753424658,Awdal,Borama,Tea leaves (Mixed),20000.0,2018,4,2
2018.3287671232877,Awdal,Borama,Tea leaves (Mixed),20800.0,2018,5,2
2018.4136986301369,Awdal,Borama,Tea leaves (Mixed),20000.0,2018,6,2
2018.495890410959,Awdal,Borama,Tea leaves (Mixed),20000.0,2018,7,3
2018.5808219178082,Awdal,Borama,Tea leaves (Mixed),20400.0,2018,8,3
2018.6657534246576,Awdal,Borama,Tea leaves (Mixed),20400.0,2018,9,3
2018.7479452054795,Awdal,Borama,Tea leaves (Mixed),25000.0,2018,10,4
2018.8328767123287,Awdal,Borama,Tea leaves (Mixed),25000.0,2018,11,4
2018.9150684931508,Awdal,Borama,Tea leaves (Mixed),25000.0,2018,12,4
2019.0,Awdal,Borama,Tea leaves (Mixed),25000.0,2019,1,1
2019.0849315068492,Awdal,Borama,Tea leaves (Mixed),25000.0,2019,2,1
2019.1616438356164,Awdal,Borama,Tea leaves (Mixed),25000.0,2019,3,1
2019.2465753424658,Awdal,Borama,Tea leaves (Mixed),25000.0,2019,4,2
2019.3287671232877,Awdal,Borama,Tea leaves (Mixed),22000.0,2019,5,2
2019.4136986301369,Awdal,Borama,Tea leaves (Mixed),20750.0,2019,6,2
2019.495890410959,Awdal,Borama,Tea leaves (Mixed),21125.0,2019,7,3
2019.5808219178082,Awdal,Borama,Tea leaves (Mixed),20500.0,2019,8,3
2019.6657534246576,Awdal,Borama,Tea leaves (Mixed),20500.0,2019,9,3
2019.7479452054795,Awdal,Borama,Tea leaves (Mixed),22000.0,2019,10,4
2019.8328767123287,Awdal,Borama,Tea leaves (Mixed),25000.0,2019,11,4
2019.9150684931508,Awdal,Borama,Tea leaves (Mixed),22500.0,2019,12,4
2020.0,Awdal,Borama,Tea leaves (Mixed),21500.0,2020,1,1
2015.4136986301369,Bakool,Xudur,"Water (potable, drinking)",15000.0,2015,6,2
2015.495890410959,Bakool,Xudur,"Water (potable, drinking)",15000.0,2015,7,3
2015.5808219178082,Bakool,Xudur,"Water (potable, drinking)",15000.0,2015,8,3
2015.6657534246576,Bakool,Xudur,"Water (potable, drinking)",15000.0,2015,9,3
2015.7479452054795,Bakool,Xudur,"Water (potable, drinking)",18500.0,2015,10,4
2015.8328767123287,Bakool,Xudur,"Water (potable, drinking)",18500.0,2015,11,4
2015.9150684931508,Bakool,Xudur,"Water (potable, drinking)",20000.0,2015,12,4
2016.0,Bakool,Xudur,"Water (potable, drinking)",22000.0,2016,1,1
2016.0846994535518,Bakool,Xudur,"Water (potable, drinking)",25000.0,2016,2,1
2016.1639344262296,Bakool,Xudur,"Water (potable, drinking)",30000.0,2016,3,1
2016.2486338797814,Bakool,Xudur,"Water (potable, drinking)",30000.0,2016,4,2
2016.3306010928961,Bakool,Xudur,"Water (potable, drinking)",26250.0,2016,5,2
2016.4153005464482,Bakool,Xudur,"Water (potable, drinking)",20000.0,2016,6,2
2016.4972677595629,Bakool,Xudur,"Water (potable, drinking)",20000.0,2016,7,3
2016.5819672131147,Bakool,Xudur,"Water (potable, drinking)",25000.0,2016,8,3
2016.6666666666667,Bakool,Xudur,"Water (potable, drinking)",25000.0,2016,9,3
2016.7486338797814,Bakool,Xudur,"Water (potable, drinking)",25000.0,2016,10,4
2016.8333333333333,Bakool,Xudur,"Water (potable, drinking)",25000.0,2016,11,4
2016.9153005464482,Bakool,Xudur,"Water (potable, drinking)",27500.0,2016,12,4
2017.0,Bakool,Xudur,"Water (potable, drinking)",30000.0,2017,1,1
2017.0849315068492,Bakool,Xudur,"Water (potable, drinking)",30000.0,2017,2,1
2017.1616438356164,Bakool,Xudur,"Water (potable, drinking)",30000.0,2017,3,1
2017.2465753424658,Bakool,Xudur,"Water (potable, drinking)",31250.0,2017,4,2
2017.3287671232877,Bakool,Xudur,"Water (potable, drinking)",40000.0,2017,5,2
2017.4136986301369,Bakool,Xudur,"Water (potable, drinking)",30000.0,2017,6,2
2017.495890410959,Bakool,Xudur,"Water (potable, drinking)",30000.0,2017,7,3
2017.5808219178082,Bakool,Xudur,"Water (potable, drinking)",32000.0,2017,8,3
2017.6657534246576,Bakool,Xudur,"Water (potable, drinking)",30000.0,2017,9,3
2017.7479452054795,Bakool,Xudur,"Water (potable, drinking)",30000.0,2017,10,4
2017.8328767123287,Bakool,Xudur,"Water (potable, drinking)",30000.0,2017,11,4
2017.9150684931508,Bakool,Xudur,"Water (potable, drinking)",30000.0,2017,12,4
2018.0,Bakool,Xudur,"Water (potable, drinking)",30000.0,2018,1,1
2018.0849315068492,Bakool,Xudur,"Water (potable, drinking)",30000.0,2018,2,1
2018.1616438356164,Bakool,Xudur,"Water (potable, drinking)",30000.0,2018,3,1
2018.2465753424658,Bakool,Xudur,"Water (potable, drinking)",30000.0,2018,4,2
2018.3287671232877,Bakool,Xudur,"Water (potable, drinking)",25000.0,2018,5,2
2018.4136986301369,Bakool,Xudur,"Water (potable, drinking)",30000.0,2018,6,2
2018.495890410959,Bakool,Xudur,"Water (potable, drinking)",30000.0,2018,7,3
2018.5808219178082,Bakool,Xudur,"Water (potable, drinking)",30000.0,2018,8,3
2018.6657534246576,Bakool,Xudur,"Water (potable, drinking)",30000.0,2018,9,3
2018.7479452054795,Bakool,Xudur,"Water (potable, drinking)",30000.0,2018,10,4
2018.8328767123287,Bakool,Xudur,"Water (potable, drinking)",30000.0,2018,11,4
2018.9150684931508,Bakool,Xudur,"Water (potable, drinking)",30000.0,2018,12,4
2019.0,Bakool,Xudur,"Water (potable, drinking)",30000.0,2019,1,1
2019.0849315068492,Bakool,Xudur,"Water (potable, drinking)",30000.0,2019,2,1
2019.1616438356164,Bakool,Xudur,"Water (potable, drinking)",30000.0,2019,3,1
2019.2465753424658,Bakool,Xudur,"Water (potable, drinking)",30000.0,2019,4,2
2019.3287671232877,Bakool,Xudur,"Water (potable, drinking)",34000.0,2019,5,2
2019.4136986301369,Bakool,Xudur,"Water (potable, drinking)",30000.0,2019,6,2
2019.495890410959,Bakool,Xudur,"Water (potable, drinking)",30000.0,2019,7,3
2019.5808219178082,Bakool,Xudur,"Water (potable, drinking)",30000.0,2019,8,3
2019.6657534246576,Bakool,Xudur,"Water (potable, drinking)",30000.0,2019,9,3
2019.7479452054795,Bakool,Xudur,"Water (potable, drinking)",30000.0,2019,10,4
2019.8328767123287,Bakool,Xudur,"Water (potable, drinking)",30000.0,2019,11,4
2019.9150684931508,Bakool,Xudur,"Water (potable, drinking)",30000.0,2019,12,4
2020.0,Bakool,Xudur,"Water (potable, drinking)",30000.0,2020,1,1
